Classification,classID
COLLECTOR,488
"COLLET, WELDING",488
COLORIMETER,488
"COLUMN, ANALYSIS",488
"COLUMN, CHROMATOGRAPHY",488
"COLUMN, LABORATORY",488
"COMBINATION, LIGHT",488
"COMBINATION, WRINGER",488
"COMPACTOR, TRASH",488
COMPARATOR,488
"COMPASS, DRAFTING",488
"COMPENSATOR, VIBRATION",488
"COMPONENT, CANTILEVER STORAGE RACK",488
"COMPONENT, DRAIN",488
"COMPONENT, IGNITION",488
"COMPOUND, CONCRETE PATCHING/REPAIR",488
"COMPOUND, FLOOR SWEEP",488
"COMPOUND, HEAT TRANSFER",488
"COMPOUND, ICE MELT",488
"COMPOUND, OIL FIELD",488
"COMPOUND, PATCHING",488
"COMPOUND, POLISHING",488
"COMPOUND, RETAINING",488
"COMPOUND, SEALING",488
COMPRESSOR,488
"COMPRESSOR, AIR, PORTABLE ELECTRIC",488
"COMPRESSOR, AIR, STATIONARY ELECTRIC",488
"COMPRESSOR, ROTARY VANE",488
"COMPUTER, HARDWARE",488
"COMPUTER, SERVER",488
"CONDENSATE, PNEUMATIC",488
"CONDENSER, HVAC",488
CONDIMENT,488
CONDITIONER,488
"CONDITIONER, HAND",488
"CONDITIONER, SIGNAL",488
"CONDUIT, LIQUID TIGHT",488
"CONE, TAPERED ROLLER BEARING",488
"CONE, TRAFFIC",488
"CONNECTION, AIR BRAKE, BRASS",488
"CONNECTOR, ABS",488
"CONNECTOR, BATTERY",488
"CONNECTOR, COPPER PIPE",488
"CONNECTOR, CORD",488
"CONNECTOR, CORDSET",488
"CONNECTOR, DATA",488
"CONNECTOR, FLEXIBLE GAS",488
"CONNECTOR, INSULATION DISPLACEMENT",488
"CONNECTOR, PIPE",488
"CONNECTOR, PIPE, ALUMINIUM",488
"CONNECTOR, PIPE, GLASS REINFORCED THERMOSETTING PLASTIC",488
"CONNECTOR, PLUMBING",488
"CONNECTOR, SOLENOID COIL",488
"CONNECTOR, SPLICE",488
"CONNECTOR, SPLIT BOLT",488
"CONNECTOR, STRAIGHT BLADE",488
"CONNECTOR, STRAIN RELIEF",488
"CONNECTOR, TIMING BELT",488
"CONNECTOR, TWIST LOCK",488
"CONNECTOR, WATER",488
"CONNECTOR, WELDING CABLE",488
"CONNECTOR, WELDING WAFER",488
"CONSUMABLES, MIG GUN",488
"CONSUMABLES, WATER PURIFICATION",488
"CONTACT, AUXILIARY",488
"CONTACT, ELECTRICAL",488
"CONTACT, LOAD",488
"CONTACTOR, LIGHTING MAGNETIC",488
"CONTACTOR, MAGNETIC",488
"CONTACTOR, MERCURY DISPLACEMENT",488
"CONTAINER, ATTACHED LID",488
"CONTAINER, BULK",488
"CONTAINER, CHAIN",488
"CONTAINER, DISPENSING",488
"CONTAINER, LUBRICATION",488
"CONTAINER, RECYCLING",488
"CONTAINER, RECYCLING W/TOP",488
"CONTAINER, SAMPLE",488
"CONTAINER, SHARPS",488
"CONTAINER, SHIPPING, INSULATED",488
"CONTAINER, STACK",488
"CONTAINER, STACKING",488
"CONTAINER, WALL",488
"CONTAINER, WASTE, UTILITY",488
"CONTAINER, WATER",488
"CONTAINMENT, RAILROAD SPILL",488
"CONTAINMENT, TANK",488
"CONTAINMENT, TANK AND IBC SPILL",488
CONTROL,488
"CONTROL AND IGNITOR, FURNACE",488
CONTROL BOARD,488
"CONTROL, AC SPEED",488
"CONTROL, COMPRESSOR",488
"CONTROL, DC SPEED",488
"CONTROL, FAN SPEED",488
"CONTROL, FLOW",488
"CONTROL, FLOW EXHAUST PORT",488
"CONTROL, HUMIDITY",488
"CONTROL, ICE MAKER",488
"CONTROL, MASS FLOW",488
"CONTROL, MERCURY SPILL",488
"CONTROL, OIL BURNER",488
"CONTROL, PNEUMATIC",488
"CONTROL, REFRIGERATION",488
"CONTROL, REMOTE, MACHINE",488
"CONTROL, SINGLE PRESSURE",488
"CONTROL, SPEED",488
"CONTROL, WATER LEVEL",488
"CONTROLLER, BOILER",488
"CONTROLLER, BURNER",488
"CONTROLLER, CONSTANT VOLUME",488
"CONTROLLER, LEVEL",488
"CONTROLLER, MEDICAL INSTRUMENT",488
"CONTROLLER, MOTOR",488
"CONTROLLER, NET",488
"CONTROLLER, PH",488
"CONTROLLER, PHOTO",488
"CONTROLLER, PRESSURE",488
"CONTROLLER, PROGRAMMABLE",488
"CONTROLLER, REFRIGERATION MONITOR",488
"CONTROLLER, RESET VOLUME",488
"CONTROLLER, TEMPERATURE",488
"CONTROLLER, TERMINAL",488
"CONTROLLER, TERMINAL BOX",488
"CONTROLLER, UNIVERSAL DIGITAL",488
"CONVERTER, DC-DC",488
"CONVERTER, FIBER OPTIC",488
"CONVERTER, MEDIA",488
"CONVERTER, SIGNAL",488
CONVEYOR,488
"CONVEYOR, AIR",488
COOKWARE,488
COOLANT,488
"COOLANT, FOOD GRADE",488
"COOLER, ENGINE OIL",488
"COOLER, FAN",488
"COOLER, OIL",488
"COOLER, PORTABLE",488
"COOLER, SAMPLE",488
"COOLER, SOFT SIDED",488
CORD,488
"CORD, BUNGEE",488
"CORD, FOOD GRADE",488
"CORD, LAB HEATING",488
"CORD, O-RING",488
"CORD, PATCH, TESTING",488
"CORD, RUBBER",488
"CORDSET, FOOD GRADE",488
"COT, FINGER",488
COUNTER,488
"COUNTER, PARTICLE",488
COUNTERBORE,488
"COUNTERSINK, COMBINED",488
COUNTERWEIGHT,488
COUPLANT,488
COUPLER,488
"COUPLER, HYDRAULIC QUICK",488
"COUPLER, MOTOR",488
"COUPLER, OPTOELECTRONIC",488
"COUPLING, BRASS",488
"COUPLING, BRASS HALF",488
"COUPLING, BRASS REDUCING",488
"COUPLING, BRONZE",488
"COUPLING, BRONZE REDUCING",488
"COUPLING, CARBON STEEL PIPE, HALF",488
"COUPLING, CARBON STEEL PIPE, REDUCING",488
"COUPLING, COPPER",488
"COUPLING, COPPER REDUCING",488
"COUPLING, CPVC",488
"COUPLING, CPVC REDUCING",488
"COUPLING, DUCTILE PIPE, REDUCING",488
"COUPLING, FLANGE",488
"COUPLING, FLEXIBLE RUBBER",488
"COUPLING, FORGED STEEL PIPE, HALF",488
"COUPLING, FORGED STEEL PIPE, REDUCING",488
"COUPLING, IRON PIPE, REDUCING",488
"COUPLING, MALLEABLE IRON",488
"COUPLING, MALLEABLE PIPE, REDUCING",488
"COUPLING, PIPE",488
"COUPLING, PLASTIC HALF",488
"COUPLING, PUMP",488
"COUPLING, PVC",488
"COUPLING, PVC REDUCING",488
"COUPLING, REDUCER",488
"COUPLING, REDUCER, SANITARY",488
"COUPLING, RUBBER REDUCING",488
"COUPLING, SPLINE SHAFT",488
"COUPLING, STAINLESS STEEL",488
"COUPLING, STAINLESS STEEL PIPE HALF",488
"COUPLING, STAINLESS STEEL, SANITARY",488
"COUPLING, UNIVERSAL",488
"COVER, CONDUIT BODY",488
"COVER, COUPLING",488
"COVER, DISPLAY",488
"COVER, DOCUMENT",488
"COVER, DRAIN",488
"COVER, DRUM",488
"COVER, FIRE EXTINGUISHER",488
"COVER, FITTING",488
"COVER, FLOOR BOX",488
"COVER, FOOD GRADE",488
"COVER, FOOD STORAGE",488
"COVER, FUSE",488
"COVER, LENS",488
"COVER, PAINT ROLLER",488
"COVER, PUMP",488
"COVER, RACEWAY",488
"COVER, SHOE",488
"COVER, SPRINKLER",488
"COVER, STAIR",488
"COVER, STEAM TRAP",488
"COVER, SWITCH",488
"COVER, TERMINAL",488
"COVER, TOILET SEAT",488
"COVER, VALVE",488
"COVER, WEATHERPROOF BOX",488
"COVER/GASKET, CONDUIT BODY",488
"COVERALL, EXTRICATION",488
"COVERING, FLOOR",488
"CRADLE AND TIP, DRUM",488
"CRANE, JIB",488
CRANK,488
CRANKSHAFT,488
CRAYON,488
"CRAYON, LUMBER",488
"CREAM, ANTISEPTIC",488
"CREAM, HAND",488
CRIMPER,488
"CRIMPING TOOL, WIRE/CABLE",488
"CROSS, BRASS",488
"CROSS, BRONZE",488
"CROSS, MALLEABLE IRON",488
"CROSS, STAINLESS STEEL",488
CROSSARM,488
CROSSBAR,488
"CROSSHEAD, MACHINE",488
CRUCIBLE,488
CRYSTAL,488
"CUFF, SWIVEL",488
CUP,488
"CUP, DISPOSABLE",488
"CUP, MEASURING",488
"CUP, SAMPLE",488
"CUP, SUCTION",488
"CUP, SUCTION, FOOD GRADE",488
"CUP, TAPERED ROLLER BEARING",488
"CURTAIN, LIGHT",488
"CURTAIN, SHOWER",488
"CURTAIN, WALL",488
CUSHION,488
"CUTLERY, DISPOSABLE",488
CUTTER,488
"CUTTER, BOLT",488
"CUTTER, CABLE/WIRE",488
"CUTTER, CONCRETE",488
"CUTTER, DIAGONAL CUTTING",488
"CUTTER, GASKET",488
"CUTTER, HOLE",488
"CUTTER, HOOK",488
"CUTTER, MILLING",488
"CUTTER, PAPER",488
"CUTTER, PIPE/TUBING",488
"CUTTER, PLASMA",488
"CUTTER, STRAPPING",488
"CUTTER, TUBING",488
CYLINDER,488
"CYLINDER, FUEL",488
"CYLINDER, GRADUATED",488
"CYLINDER, LOCKSET",488
"CYLINDER, PNEUMATIC, FOOD GRADE",488
"CYLINDER, REFRIGERANT RECOVERY",488
Class,488
DAMPENER,488
DAMPER,488
"DAMPER, BALANCING",488
"DAMPER, SMOKE",488
"DAMPER, VIBRATION",488
"DAMPER, ZONING",488
"DATA LOGGER, ELECTRICAL PROPERTY",488
"DATA LOGGER, NONELECTRICAL PROPERTY",488
DEADBOLT,488
DECKING,488
DEFIBRILLATOR,488
DEFLECTOR,488
"DEFLECTOR, AIR",488
DEGREASER,488
"DEGREASER, FOOD GRADE",488
DEHUMIDIFIER,488
"DEHUMIDIFIER, PORTABLE",488
DEMISTER,488
DENSITOMETER,488
"DEODORANT, AIR/SURFACE",488
DEPRESSOR,488
DESICCANT,488
"DESICCANT, REPLACEMENT",488
"DESICCATOR, LABORATORY",488
"DESK, SHOP",488
"DESK, WALL MOUNT",488
DETECTOR,488
"DETECTOR, COMBUSTABLE GAS",488
"DETECTOR, FIXED GAS",488
"DETECTOR, HALOGEN",488
"DETECTOR, LEAK",488
"DETECTOR, LOOP",488
"DETECTOR, MULTI-GAS",488
"DETECTOR, SANITARY",488
"DETECTOR, SINGLE GAS",488
"DETECTOR, VOLTAGE",488
"DETECTOR, WATER",488
"DETERGENT, DISHWASHER",488
"DETERGENT, LAUNDRY",488
"DETERGENT, PRESSURE WASHER",488
"DEVICE, ACTIVATION",488
"DEVICE, LOCKOUT",488
"DEVICE, MECHANICAL INTERLOCK",488
"DEVICE, MIDGET LOCKING",488
"DEVICE, MONITORING",488
"DEVICE, SURGE PROTECTION, HARDWIRE",488
"DEVICE, SURGE PROTECTION, PLUG IN",488
"DEVICE, TWIST LOCK",488
"DEVICE, VALVE LOCKOUT",488
"DEVICE, WIRING",488
DIAL,488
"DIAL, TORQUE WRENCH",488
DIAPHRAGM,488
"DIAPHRAGM, PUMP",488
"DIAPHRAGM, PUMP, FOOD GRADE",488
"DIAPHRAGM, VALVE, SANITARY",488
"DIE, CRIMPING TOOL",488
"DIE, PIPE THREADING",488
"DIE, PROGRESSIVE",488
DIFFUSER,488
"DIFFUSER, AIR",488
"DIFFUSER, LIGHT",488
"DIGGER, POST HOLE",488
DIODE,488
"DIPPER, LABORATORY",488
DIPSTICK,488
"DISC, BRAKE",488
"DISC, FRICTION",488
"DISC, RUPTURE, FOOD GRADE",488
"DISC, SANDING, HOOK AND LOOP",488
"DISC, SANDING, LOCKING",488
"DISCONNECT, WIRE",488
"DISCS, SANDING, ARBOR MOUNT",488
"DISHES, WEIGHING",488
"DISKS, COMPACT",488
DISPENSER,488
"DISPENSER, BAG",488
"DISPENSER, BEVERAGE CUP",488
"DISPENSER, BOTTLE TOP",488
"DISPENSER, BOTTLED WATER",488
"DISPENSER, COVER",488
"DISPENSER, CUP",488
"DISPENSER, EAR PLUG",488
"DISPENSER, EYEWEAR",488
"DISPENSER, FOOD WRAP",488
"DISPENSER, GLOVE",488
"DISPENSER, HOT WATER",488
"DISPENSER, ODOR CONTROL",488
"DISPENSER, OFFICE TAPE",488
"DISPENSER, PACKAGING TAPE",488
"DISPENSER, PAPER TOWEL",488
"DISPENSER, SANITARY",488
"DISPENSER, SHIPPING LABEL",488
"DISPENSER, SOAP",488
"DISPENSER, STRETCH WRAP",488
"DISPENSER, TAMPON",488
"DISPENSER, TAPE",488
"DISPENSER, TOILET PAPER",488
"DISPENSER, WATER",488
"DISPENSER, WIRE MARKER",488
DISPLAY CASE,488
"DISPLAY, CONTROL PANEL",488
"DISPLAY, DIGITAL",488
"DISPLAY, LCD",488
"DISPLAY, LIQUID LEVEL",488
"DISPLAY, VACUUM FLUORESCENT",488
"DISPLAY, WRAP COUNTER",488
"DISPOSAL, GARBAGE",488
"DIVERTER, LEAK",488
"DIVERTER, MECHANICAL",488
DIVIDER,488
"DIVIDER, BIN",488
"DIVIDER, CORRUGATED",488
DOG,488
"DOLLIE, CONTAINER",488
"DOLLIE, TRASH RECEPTACLE",488
DOLLY,488
"DOLLY, CONTAINER",488
"DOLLY, DRUM",488
"DOLLY, TRASH RECEPTACLE",488
DOME,488
DONGLE,488
"DOOR RELEASE, ELECTROMAGNETIC",488
"DOOR, ACCESS",488
"DOOR, GATE, FOLDING, STEEL",488
"DOOR, SECURITY, EXPLOSION PROOF",488
"DOOR, STRIP",488
DOWEL,488
DRAIN BOWL,488
"DRAIN, FLOOR",488
"DRAIN, SHOWER",488
"DRAIN, SINK",488
"DRAWER, STACKING",488
"DRILL, AIR",488
"DRILL, CORDLESS",488
"DRILL, ELECTRIC",488
"DRILL, HAMMER",488
"DRILL, HAMMER, CORDLESS",488
"DRILL, HAMMER, ROTARY, CORDLESS",488
"DRILL, PRESS, MAGNETIC",488
"DRILL, RIGHT ANGLE, CORDLESS",488
"DRINK, SPORTS",488
DRINKING WATER SYSTEM,488
DRIVE,488
"DRIVE, PORTABLE ENGINE",488
"DRIVE, SANITARY",488
"DRIVE, SPEED",488
"DRIVE, USB",488
"DRIVER, IMPACT, CORDLESS",488
"DRIVER, PAD",488
"DRIVER, POWDER ACTUATED",488
DRUM,488
"DRUM, MOTORIZED",488
"DRUM, TRANSPORT",488
"DRYER, AIR",488
"DRYER, BOOT",488
"DRYER, COOLING FILTER",488
"DRYER, DESICCANT",488
"DRYER, GAS",488
"DRYER, HAIR",488
"DRYER, HAND",488
DUCT,488
"DUCT, FLEXIBLE, HVAC",488
"DUCT, HVAC",488
"DUCTING, CONFINED SPACE",488
"DUPLICATOR, KEY",488
DUST COLLECTOR,488
"DUSTER, HANDLED",488
"DYE, TRACER",488
EASEL,488
EDGE,488
"EDGE, STRAIGHT",488
EDGEBANDER,488
"EDGING, RUBBER",488
EDUCTOR,488
"EDUCTOR, SANITARY",488
EJECTOR,488
"EJECTOR, JET",488
"ELBOW, ABS",488
"ELBOW, BRASS",488
"ELBOW, BRONZE",488
"ELBOW, CARBON STEEL",488
"ELBOW, CAST IRON",488
"ELBOW, COPPER",488
"ELBOW, CPVC",488
"ELBOW, GALVANIZED",488
"ELBOW, HDPE",488
"ELBOW, MALLEABLE IRON",488
"ELBOW, POLYPROPYLENE",488
"ELBOW, PVC",488
"ELBOW, PVC, SANITARY",488
"ELBOW, SANITARY",488
"ELBOW, STAINLESS STEEL",488
"ELBOW, STAINLESS STEEL, SANITARY",488
ELECTRODE,488
"ELECTRODE, ARC WELDING",488
"ELECTRODE, IGNITION",488
"ELECTRODE, TUNGSTEN",488
ELEMENT,488
"ELEMENT, FILTER, GENERAL PURPOSE",488
"ELEMENT, FILTER, HYDRAULIC",488
"ELEMENT, FLOW",488
"ELEMENT, FOOD GRADE",488
"ELEMENT, HEATER",488
"ELEMENT, HEATER OVERLOAD",488
"ELEMENT, IMPRESSION",488
"ELEMENT, INFRARED HEATER",488
"ELEMENT, THERMOSTAT, HEATER",488
"ELEMENT, WATER HEATER",488
"ENAMEL, ENGINE",488
"ENCLOSURE, PUSHBUTTON",488
"ENCLOSURES, NON ELECTRICAL",488
"ENCODER, LINEAR",488
"ENCODER, ROTARY",488
"END MILL, HSS",488
"END UNIT, CONVEYOR",488
"END, PIPE STUB",488
"ENGINE, GASOLINE",488
ENGRAVER,488
ENVELOPE,488
"ENVELOPE, MAILER",488
"ENVELOPE, PACKING LIST",488
"EQUIPMENT, COIL CLEANING",488
"EQUIPMENT, DRAIN CLEANING",488
"EQUIPMENT, DRUM HANDLING",488
"EQUIPMENT, LAUNDRY",488
"EQUIPMENT, LIFT",488
"EQUIPMENT, PROTECTIVE, STORAGE",488
"EQUIPMENT, RESPIRATORY",488
"EQUIPMENT, TEST",488
"EQUIPMENT, WATER RESCUE",488
"EQUIPMENT, WINDOW WASHING",488
ERASER,488
ESCUTCHEON,488
"EXTENDER, SOCKET",488
EXTENSION,488
"EXTENSION AND NOSE PLATE, TRUCK, HAND",488
"EXTENSION, BOX, ELECTRICAL",488
"EXTENSION, DRILL",488
"EXTENSION, FORK",488
"EXTENSION, IMPACT SOCKET",488
"EXTENSION, SOCKET",488
"EXTINGUISHER, FIRE",488
"EXTRACTOR, CARPET",488
"EXTRACTOR, FUME",488
"EXTRACTOR, PIPE",488
"EXTRACTOR, SCREW",488
"EXTRUSION, ALUMINUM",488
"EYEWEAR, READER",488
"FACESHIELD, HARD HAT",488
"FAN, AXIAL",488
"FAN, BATHROOM",488
"FAN, CEILING",488
"FAN, CENTRIFUGAL",488
"FAN, CONDENSER",488
"FAN, DIRECT DRIVE",488
"FAN, DIRECT DRIVE, SHUTTER MOUNT",488
"FAN, EXHAUST, BELT DRIVE",488
"FAN, EXHAUST, GUARD MOUNTED",488
"FAN, EXHAUST, SHUTTER MOUNT",488
"FAN, FLOOR",488
"FAN, FOOD GRADE",488
"FAN, INLINE DUCT",488
"FAN, RESIDENTIAL PEDESTAL",488
"FAN, RESIDENTIAL WALL MOUNT",488
"FAN, TRANSFORMER COOLING",488
"FAN, TUBEAXIAL",488
"FAN, WALL",488
"FAN, WHOLE HOUSE",488
"FASTENER, GENERAL",488
"FASTENER, HOOK/LOOP",488
"FASTENER, PNEUMATIC",488
"FASTENER, SNAP-ON",488
FAUCET,488
"FAUCET, LABORATORY",488
"FAUCET, TUB",488
"FAUCET, UTILITY SINK",488
FEEDER,488
FELT,488
FERRULE,488
"FERRULE, SANITARY",488
FESTOON CARS/TROLLEYS,488
FILAMENT,488
FILE SET,488
"FILE, WALL",488
"FILING SYSTEM, ROLL",488
"FILM, LAMINATION",488
"FILM, PHOTOGRAPHIC",488
"FILM, STRETCH WRAP",488
"FILM, SURFACE PROTECTION",488
"FILTER ELEMENT, COALESCING",488
"FILTER, AIR CLEANER",488
"FILTER, AIR CLEANER, FOOD GRADE",488
"FILTER, AIR COMPRESSOR",488
"FILTER, BAG",488
"FILTER, BEVERAGE",488
"FILTER, CARBON",488
"FILTER, CARTRIDGE, FOOD GRADE",488
"FILTER, COMPUTER SCREEN",488
"FILTER, DRIVE REACTOR",488
"FILTER, ELECTROSTATIC",488
"FILTER, ELECTROSTATIC, MINI-PLEAT",488
"FILTER, ELEMENT, FOOD GRADE",488
"FILTER, EXTENDED SURFACE",488
"FILTER, FIBERGLASS",488
"FILTER, FUME HOOD",488
"FILTER, GENERAL PURPOSE",488
"FILTER, HEPA",488
"FILTER, INLINE",488
"FILTER, MINI-PLEAT",488
"FILTER, OIL REMOVAL",488
"FILTER, OPTICAL",488
"FILTER, PANEL",488
"FILTER, POCKET",488
"FILTER, REGENERATIVE BLOWER",488
"FILTER, RESPIRATORY",488
"FILTER, ROLL",488
"FILTER, STEEL",488
"FILTER, SYRINGE, LABORATORY",488
"FILTER, TEE",488
"FILTER, TRIM-TO-FIT",488
"FILTER, VACUUM BAG",488
"FILTER, WATER",488
"FILTER, WATER, FOOD GRADE",488
"FINDER, EDGE/CENTRE",488
"FINDER, STUD",488
FINGER,488
"FINISH, WOOD STAIN",488
"FITTING, ABS",488
"FITTING, ACETAL TUBE",488
"FITTING, ALUMINUM TUBING",488
"FITTING, BARBED TUBE, SANITARY",488
"FITTING, BRASS TUBE",488
"FITTING, BULKHEAD, TANK",488
"FITTING, CARBON STEEL TUBE",488
"FITTING, CAST COPPER",488
"FITTING, CONDUIT, EXPLOSION PROOF",488
"FITTING, CONDUIT, FLEXIBLE METAL",488
"FITTING, CONDUIT, HAZARDOUS LOCATION",488
"FITTING, CORRUGATED, TUBING",488
"FITTING, CPVC PIPE",488
"FITTING, DUCTILE IRON PIPE",488
"FITTING, FLEXIBLE",488
"FITTING, GREASE",488
"FITTING, GROOVE",488
"FITTING, HOSE, PUSH ON",488
"FITTING, HOSE, SANITARY",488
"FITTING, LABORATORY",488
"FITTING, PEX",488
"FITTING, PIPE AND RAIL, MODULAR",488
"FITTING, PIPE, NYLON",488
"FITTING, POLYPROPYLENE PIPE",488
"FITTING, POLYPROPYLENE TUBE",488
"FITTING, PRESS FIT",488
"FITTING, PTFE",488
"FITTING, QUICK DISCONNECT",488
"FITTING, SANITARY",488
"FITTING, SS PROPRESS",488
"FITTING, STAINLESS STEEL TUBE",488
"FITTING, TUBE, SANITARY",488
"FITTING, VACUUM CUP",488
FIXTURE,488
"FIXTURE, FLUORESCENT, CHANNEL STRIP",488
"FIXTURE, FLUORESCENT, HIGH BAY",488
"FIXTURE, FLUORESCENT, LOW BAY",488
"FIXTURE, FLUORESCENT, WET LOCATION",488
"FIXTURE, LED HIGH BAY",488
"FIXTURE, LED LOW BAY",488
"FIXTURE, LIGHTING, SECURITY",488
"FIXTURE, LIGHTING, UNDER CABINET",488
"FIXTURE, TROFFER, SURFACE",488
"FIXTURE, VAPOR TIGHT",488
"FIXTURE, WALL BRACKET",488
"FIXTURE, WALL MOUNT",488
"FLAG, COUNTRY",488
"FLAG, MARKING",488
"FLAG, STATE",488
"FLAG, US",488
"FLANGE, ACME",488
"FLANGE, BALL SCREW",488
"FLANGE, CPVC SOCKETWELD",488
"FLANGE, FLOOR",488
"FLANGE, GRINDING WHEEL",488
"FLANGE, PUMP",488
"FLANGE, PVC",488
FLAP,488
FLAPPER,488
"FLARE, SAFETY",488
"FLASHING, ROOF",488
"FLASHLIGHT, HANDHELD",488
"FLASHLIGHT, RECHARGEABLE",488
"FLASHLIGHT, SPECIALTY",488
"FLASHLIGHT, UV",488
FLATWARE,488
"FLATWARE, DISPENSER",488
"FLIGHT, CONVEYOR",488
FLINGER,488
FLINT,488
FLOAT,488
"FLOAT, BALL",488
"FLOAT, CONCRETE",488
"FLOAT, HOT WATER",488
"FLOAT, TILE",488
FLOODLIGHT,488
"FLOODLIGHT, LED",488
"FLOORING, HARDWOOD",488
"FLOWMETER, ELECTRONIC",488
"FLOWMETER, SANITARY",488
FLUID,488
"FLUID, ANTI SPATTER",488
"FLUID, AUTOMOTIVE",488
"FLUID, CORRECTION",488
"FLUID, CUTTING/GRINDING",488
"FLUID, CUTTING/GRINDING, FOOD GRADE",488
"FLUID, DIESEL EXHAUST",488
"FLUID, FLUSHING, AUTOMOTIVE",488
"FLUID, FUEL SYSTEM TREATMENT",488
"FLUID, LAYOUT",488
"FLUID, METALWORKING",488
"FLUID, POWER STEERING",488
"FLUID, STARTING, ENGINE",488
"FLUID, TRANSMISSION",488
"FLUID, WINDSHIELD WASHING/TREATING",488
FLUX,488
"FLUX, SOLDERING",488
FLYWHEEL,488
"FOAM, FIREFIGHTING",488
FOAMER,488
"FOOD, SNACK",488
FOOT,488
"FOOT REST, SHOP STOOL",488
"FOOTWEAR, DIELECTRIC",488
"FOOTWEAR, TRACTION DEVICE",488
"FORK, MACHINE",488
FORKLIFT,488
"FORM, PRINTED",488
"FOUNTAIN, DRINKING",488
FRAME,488
"FRAME, CONNECTOR",488
"FRAME, DUST MOP",488
"FRAME, FAN",488
"FRAME, PAINT ROLLER",488
"FRAME, POSTER",488
"FRAMING, SUSPENSION, CEILING TILE",488
FRL UNIT,488
FRYER,488
FUNNEL,488
"FUNNEL, AUTOMOTIVE",488
"FUNNEL, LABORATORY",488
"FUNNEL, SAFETY CAN",488
"FURNITURE, PATIO",488
"FUSE, PLUG",488
"GAS, ACETYLENE, INDUSTRIAL",488
"GAS, ARGON/O2",488
"GAS, CALIBRATION, FOOD GRADE",488
"GAS, MIXTURE, INDUSTRIAL",488
"GAS, NITROGEN",488
"GAS, NITROGEN ,INDUSTRIAL",488
"GAS, O2",488
GASES,488
"GASKET, CAMPROFIL",488
"GASKET, CONDUIT BODY",488
"GASKET, GROOVE",488
"GASKET, JACKETED",488
"GASKET, JOINT",488
"GASKET, PRE CUT",488
GATE,488
"GAUGE, BORE/DRILL/HOLE/WIRE",488
"GAUGE, DIFFERENTIAL PRESSURE",488
"GAUGE, DRILL POINT",488
"GAUGE, FORCE",488
"GAUGE, FUEL",488
"GAUGE, LEVEL",488
"GAUGE, LIQUID LEVEL",488
"GAUGE, PRESSURE/VACUUM, DIGITAL",488
"GAUGE, PRESSURE/VACUUM, SANITARY",488
"GAUGE, REFRIGERATION",488
"GAUGE, SCREW PITCH",488
"GAUGE, TEMPERATURE",488
"GAUGE, THICKNESS",488
"GAUGE, TIRE PRESSURE/TREAD DEPTH",488
"GAUZE, FIRST AID",488
"GEAR, BEVEL",488
"GEAR, HELICAL",488
"GEAR, SPUR",488
"GEAR, WORM",488
"GEARMOTOR, FOOD GRADE",488
GENERATOR,488
"GENERATOR, INVERTER",488
"GENERATOR, PORTABLE",488
"GENERATOR, SIGNAL",488
"GENERATOR, STANDBY",488
"GENERATOR, VACUUM",488
"GFCI, PORTABLE",488
"GLAND, PACKING",488
"GLASS, SIGHT, SANITARY",488
"GLASS, SPECIAL PURPOSE",488
"GLASSES, COOLING SIGHT",488
"GLASSES, POLARIZED SAFETY",488
GLOBAL POSITIONING SYSTEM,488
"GLOVE, ARC FLASH",488
"GLOVE, CANVAS/JERSEY",488
"GLOVE, CLEAN ROOM",488
"GLOVE, COLD CONDITION",488
"GLOVE, CRYOGENIC",488
"GLOVE, DISPOSABLE, FOOD GRADE",488
"GLOVE, FLAME RETARDANT",488
"GLOVE, HEAT RESISTANT",488
"GLOVES, ANTISTATIC",488
"GLOVES, RESCUE",488
"GOGGLES, PROTECTIVE",488
"GRABBER, TRASH",488
"GRABS, ROPE",488
GRATE,488
"GRATING, ALUMINIUM",488
"GRATING, FIBERGLASS",488
"GRATING, FIBERGLASS, FOOD GRADE",488
"GRATING, STAINLESS STEEL",488
"GREASE, AUTOMOTIVE",488
"GREASE, FOOD GRADE",488
GRID,488
"GRID, CEILING",488
"GRILLE, HVAC",488
"GRINDER, AIR",488
"GRINDER, AIR DIE",488
"GRINDER, ANGLE",488
"GRINDER, BENCH",488
"GRINDER, CORDLESS",488
"GRINDER, DIE",488
"GRINDER, ELECTRIC",488
"GRINDER, HAND, CORDLESS",488
"GRINDER, PENCIL, AIR",488
"GRIP, AEROSOL CAN",488
"GRIP, CABLE",488
"GRIP, HANDLE",488
"GRIP, STRAIN RELIEF",488
GRIPPER,488
GROMMET,488
GUARD,488
"GUARD, AUDIBLE DEVICE",488
"GUARD, CORNER, WALL",488
"GUARD, DOOR",488
"GUARD, DOOR LATCH",488
"GUARD, LEG",488
"GUARD, MACHINE",488
"GUARD, PRESS, DRILL",488
"GUARD, SPRAY TIP",488
"GUARD, SWITCH",488
"GUARD, THERMOSTAT",488
"GUIDE, DRILL",488
"GUIDE, SANITARY",488
"GUN, AIR",488
"GUN, CAULK",488
"GUN, CAULKING, CORDLESS",488
"GUN, GLUE DISPENSING",488
"GUN, GREASE",488
"GUN, GREASE, FOOD GRADE",488
"GUN, WELDING",488
"HACKSAW, PNEUMATIC",488
HAIRNET,488
"HAMMER, AIR",488
"HAMMER, BALL PEIN",488
"HAMMER, CHIPPING",488
"HAMMER, CLAW",488
